protein_id,amplitude,amplitude_err,tau,tau_err,offset,offset_err,half_life,bins,exp_rmse,protein_groups,desc,used_for_analysis,GO,0h_A,025h_A,0.5h_A,1h_A,2h_A,4h_A,8h_A,20h_A,28h_A,0h_B,025h_B,0.5h_B,1h_B,2h_B,4h_B,8h_B,20h_B,28h_B,0h_C,025h_C,0.5h_C,1h_C,2h_C,4h_C,8h_C,20h_C,28h_C
Tb927.11.320,,,,,,,,none,,Tb927.11.320,"dynein light chain 1, putative",0,GO:0007017|microtubule-based process; GO:0030286|dynein complex; GO:0005875|microtubule associated complex; GO:0010608|posttranscriptional regulation of gene expression; GO:0003777|microtubule motor activity,,,,,0.938680519,0.842675589,0.694311495,0.439843853,0.320068888,,,,,,0.813306569,,0.396424215,,,,,,,,0.68969983,,0.336048745
Tb927.2.6090,0.786281982,0.012371197,11.23413409,0.282266467,0.1660984,0.012391949,10.42381155,2,0.013615412,Tb927.2.6090;Tb927.11.3230,60S ribosomal protein L44;60S ribosomal protein L44,1,GO:0006412|translation; GO:0005622|intracellular; GO:0003735|structural constituent of ribosome; GO:0005840|ribosome,0.948894111,0.931307154,0.920572463,0.910312894,0.849629379,0.718141144,0.543545571,0.317164672,0.230769231,0.949386188,,0.924061388,0.924811741,0.84361624,0.739298103,0.551126076,0.273815058,0.22984428,0.95148068,0.924832129,0.923092486,0.905169489,0.858977854,0.722952443,0.552168365,0.301377695,0.235887449
Tb927.11.3240,0.880114249,0.082259593,19.90288992,3.805514367,0.073937283,0.084064394,15.51777764,8,0.016413437,Tb927.11.3240,"T-complex protein 1, zeta subunit, putative",1,GO:0005832|chaperonin-containing T-complex; GO:0051082|unfolded protein binding; GO:0005524|ATP binding; GO:0051726|regulation of cell cycle; GO:0006457|protein folding; GO:0005737|cytoplasm,0.953866678,0.939085117,0.937078297,0.925770945,0.893132404,0.759437829,0.642852856,0.383286003,0.292543251,0.949360833,0.938071858,0.932874175,0.937998511,0.890318548,0.785325276,0.644906429,0.375477108,0.298321748,0.948184874,0.941018259,0.933530416,0.927963385,0.886290443,0.75719968,0.629178951,0.385042304,0.292066997
Tb927.11.3250,0.944510696,0.092063848,24.60822208,4.242515763,3.00E-06,0.062046512,17.03562663,9,0.023562788,Tb927.11.3250,"dynein heavy chain, putative",1,GO:0030286|dynein complex; GO:0005524|ATP binding; GO:0016887|ATPase activity; GO:0005930|axoneme; GO:0007018|microtubule-based movement; GO:0003777|microtubule motor activity,0.940115732,0.920932064,0.923164676,0.915779593,0.9061132,0.826701122,0.673855192,0.417215088,0.303844498,0.944605989,0.925160985,0.922400524,0.929673047,0.925059947,0.84206729,0.669494988,0.402279597,0.310153246,0.946182675,0.931440316,0.931885029,0.935846492,0.944910994,0.850942725,0.681849002,0.407546295,0.301263614
Tb927.11.3260,0.890378454,0.061301481,7.288736401,1.586853807,0.189456834,0.037688269,6.766984168,1,0.040086049,Tb927.11.3260,"mitochondrial DNA polymerase I protein D, putative",1,GO:0003887|DNA-directed DNA polymerase activity; GO:0008408|3'-5' exonuclease activity; GO:0003677|DNA binding; GO:0006260|DNA replication; GO:0006139|nucleobase-containing compound metabolic process; GO:0005739|mitochondrion; GO:0003676|nucleic acid binding,,,,,0.893778892,0.601943216,0.492919928,0.251662705,0.149441036,,0.918134,,,0.881633689,0.642387456,0.488036054,0.243128996,0.199239921,,,,,0.869093447,0.627032806,0.504326161,0.248241711,0.168560349
Tb927.11.3270,1.024459021,,25.75214894,,1.87E-09,,17.82845817,10,0.014235066,Tb927.11.3270,"squalene monooxygenase, putative",1,GO:0004506|squalene monooxygenase activity; GO:0050660|flavin adenine dinucleotide binding; GO:0004497|monooxygenase activity; GO:0005635|nuclear envelope; GO:0016021|integral component of membrane; GO:0005783|endoplasmic reticulum; GO:0055114|oxidation-reduction process,,,0.328879741,0.948103971,0.906937119,0.790250779,0.691611827,0.432741604,0.360215054,,,,,0.952510799,0.885179528,0.747973566,0.45108181,0.339267191,,,,,0.953729443,0.872801459,0.755614326,0.494170254,0.331933462
Tb927.11.3280,0.907364641,0.035900735,14.47086765,2.066441953,0.121799129,0.042124326,12.09022275,4,0.018849189,Tb927.11.3280,"Kinesin-13 5, putative",1,GO:0036064|ciliary basal body; GO:0051286|cell tip; GO:0005875|microtubule associated complex; GO:0005524|ATP binding; GO:0005515|protein binding; GO:0008017|microtubule binding; GO:0003774|motor activity; GO:0007018|microtubule-based movement; GO:0003777|microtubule motor activity,,,,0.966038446,0.918571619,0.782825598,0.656878992,0.363457994,0.250242097,,,,0.969458484,0.933242432,0.808050534,0.615119682,0.268981277,0.251908658,,,,,0.925306077,0.738323736,0.645273,0.341202031,0.256877235
Tb927.11.3290,0.780336104,0.0600184,17.03098595,5.587773955,0.128459335,0.106914941,14.84116055,7,0.030351522,Tb927.11.3290,Tripartite attachment complex protein 166,1,GO:0036064|ciliary basal body; GO:0000002|mitochondrial genome maintenance; GO:0033955|mitochondrial DNA inheritance; GO:0005739|mitochondrion; GO:0020023|kinetoplast,0.954706062,,,,0.940901701,0.691100284,0.594930058,0.378025664,0.290967377,,,,0.901291487,0.858675514,0.741373994,0.613685116,0.355714765,0.260810699,,,0.917461332,,0.838331713,0.694388236,0.620128153,0.366506471,0.299272116
Tb927.11.330,0.83930597,0.006831342,14.7680401,0.424627975,0.189181122,0.008908985,13.97882396,6,0.00441062,Tb927.11.330,Myosin-like protein 1,1,GO:0005634|nucleus; GO:0005643|nuclear pore; GO:0044615|nuclear pore nuclear basket,,,,0.596655998,0.922128865,0.808972313,0.613453089,0.338358711,0.313083059,,,,,0.909001507,0.841803881,0.689493783,0.443523509,0.30370595,,,,,0.933039627,0.848349285,0.664550001,0.408352668,0.330026907
Tb927.11.3300,0.950453012,0.094084308,19.64772286,4.215973397,5.58E-09,0.088252364,13.59719251,5,0.043661027,Tb927.11.3300,Spindle assembly abnormal 4,1,"GO:0005515|protein binding; GO:0043234|protein-containing complex; GO:0010608|posttranscriptional regulation of gene expression; GO:0007105|cytokinesis, site selection",0.94679944,0.925782336,0.84596351,0.91098643,0.917056061,0.802703863,0.621542063,0.343027635,0.223687167,,,,0.898248341,0.904314324,0.781739792,0.601597199,0.326004377,0.229647367,0.941313042,0.957686482,0.775828045,0.969512511,0.900634956,0.796548733,0.624964084,0.3309125,0.230834328
Tb927.11.3310,0.843042536,0.036392475,17.24508553,1.961549362,0.101176354,0.038200384,14.13259129,6,0.011320454,Tb927.11.3310,"ubiquitin-conjugating enzyme, putative",1,GO:0004842|ubiquitin-protein transferase activity; GO:0006464|cellular protein modification process,0.945217934,,0.91946451,0.921971242,0.872178629,0.759681142,0.676963454,0.416243772,,,0.904309453,0.919530433,0.915786577,0.864654211,0.755769451,0.619846235,0.348475267,0.268238667,0.937941613,0.923569466,0.920470061,0.912540141,0.87122873,0.763476097,0.636649533,0.330011805,0.266615252
Tb927.11.3320,0.936214533,0.048124433,20.65954607,2.165727598,0.07989281,0.052605786,16.13855943,8,0.010929254,Tb927.11.3320;Tb927.11.3320,"ras-like small GTPase, putative;ras-like small GTPase, putative",1,GO:0005525|GTP binding,,,,,0.931944112,0.83487357,0.707801439,0.444160737,0.326390363,0.989156327,,,0.970453326,0.936357469,0.868649277,0.660855262,0.42929662,0.301995023,,,,,0.923076774,0.837935072,0.72250813,0.437527324,0.326660769
Tb927.11.3330,,,,,,,,none,,Tb927.11.3330,"hypothetical protein, conserved",0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.11.3340,,,,,,,,none,,Tb927.11.3340,"RNA-binding protein 34, putative",0,GO:0005737|cytoplasm; GO:0005634|nucleus; GO:0003723|RNA binding; GO:0005929|cilium; GO:0010608|posttranscriptional regulation of gene expression; GO:0003676|nucleic acid binding; GO:0005654|nucleoplasm; GO:0006396|RNA processing,,,,,,,,0.466853664,0.337748344,,,,,,,0.720788122,,0.31087559,,,,,0.403848283,,,,
Tb927.11.3350,,,,,,,,none,,Tb927.11.3350,"phospholipid-transporting ATPase 1-like protein, putative",0,"GO:0000166|nucleotide binding; GO:0000287|magnesium ion binding; GO:0015914|phospholipid transport; GO:0004012|phospholipid-translocating ATPase activity; GO:0005524|ATP binding; GO:0016021|integral component of membrane; GO:0006812|cation transport; GO:0005737|cytoplasm; GO:0015662|ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism",,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.11.3360,0.887955313,0.010310765,16.22953727,0.543801588,0.144322399,0.012397924,14.10106301,6,0.002833114,Tb927.11.3360,Component of motile flagella 22,1,GO:0005524|ATP binding; GO:0005515|protein binding; GO:0060285|cilium-dependent cell motility; GO:0005930|axoneme; GO:0005737|cytoplasm,,,,,0.927035876,0.838019194,0.672250802,0.407861744,0.309335853,0.933618289,,,,0.93247072,0.82253171,0.693807015,0.391721175,0.29665045,,,,,,0.839021259,0.681490139,0.420856466,0.299983608
Tb927.11.3370,,,,,,,,none,,Tb927.11.3370,hypothetical protein,0,GO:0005634|nucleus,,,,,,,,,,,,,,,,0.602678571,,,,,,,,,,,
Tb927.11.3380,0.864597498,0.080168586,19.00372589,2.909751029,0.086879285,0.081788632,15.16000306,7,0.008384964,Tb927.11.3380,"Ran-binding protein 1, putative",1,GO:0005634|nucleus; GO:0005515|protein binding; GO:0005092|GDP-dissociation inhibitor activity; GO:0005737|cytoplasm; GO:0046907|intracellular transport,0.951395162,0.927244932,0.928428937,0.917154757,0.874294081,0.787795786,0.624503514,0.378084277,0.283408382,0.945066384,0.936417941,0.926195262,0.923565755,0.873675165,0.780345901,0.646560865,0.393615409,0.309314488,0.939730761,0.929204491,0.928485872,0.918715245,0.868119583,0.774589748,0.634975935,0.392429381,0.287862521
Tb927.11.3390,,,,,,,,none,,Tb927.11.3390,"Concanavalin A-like lectin/glucanases superfamily/SPRY domain/HECT-domain (ubiquitin-transferase), putative",0,GO:0005515|protein binding; GO:0004842|ubiquitin-protein transferase activity,,,,,,0.833832455,,0.409077615,0.265988149,,,,,,,0.718383899,0.293573368,0.277875518,0.77661231,,,,,,0.670011181,0.398349151,
Tb927.11.340,,,,,,,,none,,Tb927.11.340,"hypothetical protein, conserved",0,GO:0035869|ciliary transition zone; GO:0020016|ciliary pocket,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.11.3400,,,,,,,,none,,Tb927.11.3400,"hypothetical protein, conserved",0,none,,,,,,0.783623782,0.714184555,0.327978169,0.263542891,,,,0.5778116,,,,,0.18609602,,,,,,0.889810854,0.780418606,0.428871794,0.284275348
Tb927.11.3410,,,,,,,,none,,Tb927.11.3410,"hypothetical protein, conserved",0,GO:0031981|nuclear lumen; GO:0005737|cytoplasm,,,,,,,0.600655738,0.288663949,,,,,,,,,,,,,,,,,,,
Tb927.11.3430,,,,,,,,none,,Tb927.11.3430,"hypothetical protein, conserved",0,GO:0005654|nucleoplasm,,,,,,0.609981802,,,,,,,,,,,,,,,,,,,,,
Tb927.11.3440,,,,,,,,none,,Tb927.11.3440,"hypothetical protein, conserved",0,GO:0005515|protein binding; GO:0010608|posttranscriptional regulation of gene expression; GO:0005737|cytoplasm,,,,,,0.68834001,0.522057499,0.160300356,,,0.832706912,,0.815205579,,0.701021461,,,,,,,,,0.72642137,0.6558276,0.139726951,
Tb927.11.3450,,,,,,,,none,,Tb927.11.3450,"hypothetical protein, conserved",0,GO:0005515|protein binding,,,,,,0.733349122,,0.337148098,0.250615652,,,,,,,,0.306094053,0.224860186,,,,,,,0.655368469,0.315746582,0.243892433
Tb927.11.3470,,,,,,,,none,,Tb927.11.3470,"endosomal integral membrane protein, putative",0,GO:0016021|integral component of membrane,,,,,,,0.65640174,0.356018151,0.280892881,,,,,0.19662202,,,,,,,,,,,0.658283987,,
Tb927.11.3480,0.858158616,0.02758538,10.1740097,0.854712543,0.254729323,0.020580998,10.60243537,3,0.008189501,Tb927.11.3480,"Sin-like protein conserved region, putative",1,"GO:0005634|nucleus; GO:0003899|DNA-directed 5'-3' RNA polymerase activity; GO:0006351|transcription, DNA-templated; GO:0005654|nucleoplasm; GO:0005737|cytoplasm",,,,0.705181325,,0.787931458,0.601618794,0.38446832,0.276700175,,,,,,0.842902535,0.658717781,0.28516193,0.30185194,,,,,,0.86520742,0.633766622,0.408263621,0.363466422
Tb927.11.3490,0.819454253,0.048887736,14.57131898,1.619718661,0.171525149,0.051254874,13.4933689,5,0.020061312,Tb927.11.3490,"hypothetical protein, conserved",1,GO:0003729|mRNA binding,0.94833628,0.93600204,0.930499024,0.9443108,0.895207526,0.781817084,0.653354105,0.379110456,0.289654013,0.97884633,0.973789715,0.920383489,0.946033191,0.908787872,0.793194573,0.646158233,0.359247985,0.3002686,0.950499074,0.930938937,0.923079857,0.942003474,0.882014362,0.785774004,0.641682105,0.390954178,0.288695091
Tb927.11.350,0.967787276,,17.93473713,,2.00E-10,,12.40984117,4,0.041208983,Tb927.11.350,"RNA-binding protein, putative",1,GO:0016281|eukaryotic translation initiation factor 4F complex; GO:0005739|mitochondrion; GO:0003676|nucleic acid binding; GO:0005737|cytoplasm; GO:0005730|nucleolus,0.95842156,0.930268092,,0.810278679,0.859762136,0.73441247,0.590609112,0.286678234,0.192348121,0.786166683,0.789185224,0.950912478,0.920054045,0.863460303,0.746168772,0.653472426,0.351382618,0.209861325,,0.941152047,0.930159338,0.923178405,0.878211491,0.797665319,0.622696104,0.335322112,0.18902656
Tb927.11.3500,0.942234491,0.121464199,23.54892914,4.982912177,5.82E-10,0.034070468,16.30130255,8,0.018797249,Tb927.11.3500,"Dpy-30 motif containing protein, putative",1,none,0.945187311,0.927174052,,0.963287409,0.889850355,0.824432967,0.621502209,0.398676028,0.286991223,,,0.915530743,0.946979058,0.906811501,0.848411501,0.662560117,0.393514524,0.270932605,,0.940819759,0.921291937,0.911827941,0.88774503,0.780994349,0.679253736,0.408239054,0.301056014
Tb927.11.3510,1.039248405,,21.30457995,,2.95E-10,,14.74563822,7,0.01770641,Tb927.11.3510,"hypothetical protein, conserved",1,GO:0032403|protein-containing complex binding,,,,,,0.790629435,0.647536032,0.411625363,0.310715393,,,,,0.954720288,0.841579253,0.726670902,0.405349486,0.245702257,,,,,,0.855222782,0.710413113,0.398903718,0.323011734
Tb927.11.3520,,,,,,,,none,,Tb927.11.3520,"Acyl CoA binding protein, putative",0,GO:0000062|fatty-acyl-CoA binding; GO:0005794|Golgi apparatus,,,,,,0.798250059,0.731988888,0.397059791,0.318063949,,,,,,,,,,,,,,,,0.621352243,0.391268198,0.309669894
Tb927.11.3530,,,,,,,,none,,Tb927.11.3530;Tb927.11.3530,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative;NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative",0,GO:0030964|NADH dehydrogenase complex; GO:0005739|mitochondrion; GO:0005737|cytoplasm,,,,,,0.709862807,0.476152845,0.23203623,0.135917361,,,,,,,0.545307259,0.237129673,,,,,,,,0.547070224,0.243691773,
Tb927.11.3540,,,,,,,,none,,Tb927.11.3540,"hypothetical protein, conserved",0,GO:0097014|ciliary plasm; GO:0005654|nucleoplasm; GO:0005737|cytoplasm,,,,,,0.773090643,,,,,,,,,,,0.313704321,,,,,,,,,,
Tb927.11.3550,,,,,,,,none,,Tb927.11.3550,"XPA-interacting protein, putative",0,GO:0044376|none,,0.853888749,,,,,,,0.263978877,,,,,,,,0.290711303,,,,,,,0.709632308,,,
Tb927.11.3570,0.904344653,0.058685068,21.68754467,2.484221318,0.041001624,0.058842694,16.01591351,8,0.016816996,Tb927.11.3570,"metallo-peptidase, Clan MA(E) Family M1",1,GO:0008235|metalloexopeptidase activity; GO:0008237|metallopeptidase activity; GO:0006508|proteolysis; GO:0008270|zinc ion binding,0.945893952,0.928125063,0.933878419,0.942769862,0.905169582,0.805642733,0.682021655,0.407817996,0.296292117,0.944812967,0.928744554,0.92382301,0.938284996,0.881798932,0.812033226,0.665854151,0.363350334,0.282525958,0.943630233,0.946342303,0.931471391,0.922252481,0.924084858,0.785467707,0.654273049,0.403998411,0.29415667
Tb927.11.3580,1.08406852,,21.18966452,,3.95E-09,,14.66598499,7,0.015046376,Tb927.11.3580,"Thiamin pyrophosphokinase, vitamin B1 binding domain containing protein, putative",1,GO:0030975|thiamine binding; GO:0005524|ATP binding; GO:0004788|thiamine diphosphokinase activity; GO:0009229|thiamine diphosphate biosynthetic process; GO:0005737|cytoplasm,,,,,,0.898381236,,0.428991981,0.270650573,,,,,,,0.785611006,0.419250506,0.2800533,,,,0.975654614,,0.877150389,0.756848305,0.409071882,0.305331179
Tb927.11.360,,,,,,,,none,,Tb927.11.360,"ATP-binding protein, putative",0,GO:0010608|posttranscriptional regulation of gene expression,,,,,,,0.60405908,,,,,,0.924184867,,0.723705106,0.542423441,0.262393804,0.261620732,0.954289117,,,,,,0.649134,0.28465385,
Tb927.11.3640,0.815678502,0.081668486,22.67309278,4.612941434,0.059955375,0.088057497,17.42282514,9,0.009641677,Tb927.11.3640,Mitochondrial ribosomal protein L27,1,GO:0005739|mitochondrion; GO:0005762|mitochondrial large ribosomal subunit; GO:0005737|cytoplasm; GO:0020023|kinetoplast,,,,,,0.75744246,0.604408046,0.426197346,0.306059624,,,,0.829837384,,,0.603052546,0.422405877,0.274008883,0.895945689,,0.882704131,0.85910786,0.826350976,0.702376751,0.646803486,0.383933718,0.299984099
Tb927.11.3670,,,,,,,,none,,Tb927.11.3670,"hypothetical protein, conserved",0,GO:0005739|mitochondrion; GO:0005759|mitochondrial matrix,,,,,,,0.713432663,0.438734596,,,,,,,,,,,,,,,,,,0.424174134,
Tb927.11.3680,,,,,,,,none,,Tb927.11.3680,"calmodulin, putative",0,GO:0005509|calcium ion binding; GO:0005737|cytoplasm,,,,,,,,,,,,,,,0.722119651,0.537858081,,,,,,,0.860747776,0.739403454,0.523554281,0.323750469,0.208978548
Tb927.11.3690,,,,,,,,none,,Tb927.11.3690,"Alpha/beta hydrolase family, putative",0,none,,,,,,,0.747177082,0.429369727,0.342219487,,,,,,,,0.420961986,0.308708559,,,,,,,0.626459084,,
Tb927.11.370,0.920030879,0.042167297,21.05096133,1.877378034,0.029340106,0.043859774,15.25109459,none,0.122691221,Tb927.11.370,repressor activator protein 1,0,"GO:0070565|telomere-telomerase complex; GO:0005634|nucleus; GO:0005654|nucleoplasm; GO:0000784|nuclear chromosome, telomeric region",,0.911288064,0.924663386,0.907267928,0.916489516,0.7628948,0.663070034,0.380672102,0.265097563,,,,0.906106924,0.707292361,0.813527134,0.653855435,0.384027246,0.273183768,,,0.286800608,,0.862795742,0.76965186,0.673774525,0.350431746,0.287496232
Tb927.11.3700,0.845088169,0.036235969,15.79426882,2.06990718,0.10181619,0.039511071,12.94983767,4,0.012080529,Tb927.11.3700;Tb927.11.3700,"Uncharacterised ACR, YagE family COG1723, putative, unspecified product;Uncharacterised ACR, YagE family COG1723, putative, unspecified product",1,GO:0020015|glycosome; GO:0005739|mitochondrion; GO:0005737|cytoplasm,,,,0.917022769,0.851267083,0.780497274,0.615912202,0.402513341,0.24502635,0.943837093,,0.918859608,0.904803853,0.858385426,0.756491763,0.591201445,0.333595407,0.246498554,,,0.911891993,,0.888946276,0.730821631,0.612290263,0.332386429,0.244562454
Tb927.11.3710,0.82392623,0.034994489,14.92794429,1.857075502,0.17941549,0.041913988,13.98419481,6,0.011797819,Tb927.11.3710,"hypothetical protein, conserved",1,GO:0005930|axoneme; GO:0005739|mitochondrion,,0.95152476,,0.942431844,0.900035207,0.7882264,0.66007413,0.421849412,0.29581275,0.923766026,,,0.924307948,0.910522329,0.814121875,0.642231531,0.378214444,0.321305348,,,0.981081639,0.901671481,0.899430288,0.82986403,0.666923533,0.403748854,0.29725062
Tb927.11.3720,,,,,,,,none,,Tb927.11.3720,"Ring finger domain containing protein, putative",0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.11.3730,0.900229954,0.104822863,20.11939243,4.290755366,0.051483901,0.106467663,15.1071313,7,0.020497004,Tb927.11.3730,"leucyl-tRNA synthetase, putative",1,GO:0004812|aminoacyl-tRNA ligase activity; GO:0000166|nucleotide binding; GO:0005524|ATP binding; GO:0002161|aminoacyl-tRNA editing activity; GO:0004823|leucine-tRNA ligase activity; GO:0005737|cytoplasm; GO:0006418|tRNA aminoacylation for protein translation; GO:0006429|leucyl-tRNA aminoacylation,0.953241384,0.936499188,0.932309749,0.917997447,0.876241741,0.771474847,0.613172222,0.373022048,0.290097974,0.949481155,0.938735109,0.926990355,0.923839616,0.88206017,0.753406637,0.619389188,0.350031067,0.275425314,0.950190647,0.936028463,0.931277363,0.924549813,0.878212486,0.754913465,0.602333928,0.369367314,0.283685363
Tb927.11.3740,0.883391238,0.048622435,19.1950464,2.098186527,0.060889904,0.049636965,14.65207169,7,0.013444958,Tb927.11.3740,proteasome regulatory ATPase subunit 2,1,GO:0005838|proteasome regulatory particle; GO:0005524|ATP binding; GO:0016887|ATPase activity; GO:0006511|ubiquitin-dependent protein catabolic process; GO:0030163|protein catabolic process; GO:0005654|nucleoplasm; GO:0005737|cytoplasm; GO:0016787|hydrolase activity,0.948421911,0.931635344,0.921809997,0.916231268,0.874493591,0.784590342,0.64022395,0.370845166,0.269099134,0.947176283,0.935944158,0.918442228,0.889046965,0.902437937,0.811646898,0.666115702,0.359436411,0.280072376,0.940312338,0.926669099,0.92212902,0.912267955,0.877929837,0.813978033,0.637869863,0.3675221,0.266908688
