protein_id,amplitude,amplitude_err,tau,tau_err,offset,offset_err,half_life,bins,exp_rmse,protein_groups,desc,used_for_analysis,GO,0h_A,05h_A,1h_A,2h_A,4h_A,8h_A,12h_A,0h_B,05h_B,1h_B,2h_B,4h_B,8h_B,12h_B,0h_C,05h_C,1h_C,2h_C,4h_C,8h_C,12h_C
Tb927.11.6420,0.947997418,0.0301998,5.518233484,0.719305314,0.015468043,0.041077161,3.874231661,2,0.048183483,Tb927.11.6420,"hypothetical protein, conserved",1,GO:0005634|nucleus; GO:0005654|nucleoplasm; GO:0005488|binding,0.888951047,0.996588146,0.858999163,0.67587098,0.472186325,0.244473626,0.144010316,0.923821417,0.921502093,0.915655274,0.678452596,0.457466082,0.224124295,0.119531371,,0.915396829,0.926263852,0.686025091,0.458264412,0.239300323,0.130690192
Tb927.11.6430,1.059177033,,4.121874355,,2.78E-10,,2.816530177,1,0.056720753,Tb927.11.6430,"hypothetical protein, conserved",1,GO:0003729|mRNA binding; GO:0010608|posttranscriptional regulation of gene expression; GO:0005737|cytoplasm,0.903868049,0.909611114,0.831259107,0.649645113,0.405893311,0.144586957,0.074443244,0.882660921,0.93388366,0.838072908,0.632049408,0.402886031,0.136199045,0.061489257,0.946109818,0.939032475,0.832983463,0.673064412,0.397966961,0.147726742,0.089466799
Tb927.11.6440,1.057831211,,6.919349826,,8.38E-10,,4.755592417,3,0.014732653,Tb927.11.6440,"hypothetical protein, conserved",1,GO:0003729|mRNA binding; GO:0010608|posttranscriptional regulation of gene expression; GO:0005737|cytoplasm,1.020362485,0.994876812,0.916277986,0.778411515,0.582957095,0.33275861,0.174390318,1.025888936,0.998001703,0.908018839,0.801391097,0.592325587,0.333416731,0.18675642,1.023849949,0.996329462,0.922571582,0.831642277,0.586345509,0.341327343,0.186719517
Tb927.11.6460,1.056610017,,9.287149145,,3.98E-10,,6.396825837,8,0.028465797,Tb927.11.6460,"hypothetical protein, conserved",1,GO:0005930|axoneme; GO:0005737|cytoplasm,1.019373858,1.006315536,0.958531098,0.891350814,0.716003109,0.457283806,0.277801454,1.012284161,0.98338712,0.978344653,0.910531568,0.723532101,0.443862131,0.286211744,1.02294394,1.000093157,0.980178233,0.901131112,0.723078457,0.451947537,0.283463992
Tb927.11.6470,1.026932883,0.011896391,5.180417651,0.192726343,0.024289494,0.011657222,3.672858629,1,0.008825409,Tb927.11.6470,"hypothetical protein, conserved",1,GO:0005739|mitochondrion,1.000472209,0.90738961,0.903988231,0.712638391,0.506824896,0.253371768,,,0.952301064,0.863889559,0.775097791,0.491689469,0.244835185,0.130597759,,0.962569862,0.880066386,0.699189841,0.48247619,0.238325261,0.118939182
Tb927.11.6480,,,,,,,,none,,Tb927.11.6480,"FHA domain containing protein, putative",0,GO:0005515|protein binding; GO:0005634|nucleus; GO:0005737|cytoplasm,,,,,,,,,,,0.847308734,,,,,,,,,,
Tb927.11.6490,,,,,,,,none,,Tb927.11.6490,"hypothetical protein, conserved",0,none,,,,,,,,,,,,,,,,,,,,,
Tb927.11.650,,,,,,,,none,,Tb927.11.650,mediator of rna polymerase ii transcription subunit 5,0,GO:0016592|mediator complex,,,,,,,,,,,,,,,,,,,,,
Tb927.11.6510,1.038843366,,7.795900993,,3.33E-11,,5.363171381,5,0.030078004,Tb927.11.6510;Tb927.11.6500,"40S ribosomal protein S21, putative;40S ribosomal protein S21, putative",1,GO:0006412|translation; GO:0005622|intracellular; GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0005737|cytoplasm,0.990859317,0.985757005,0.949064947,0.828571759,0.614058746,0.355569824,0.212622502,0.981991136,0.982807357,0.960792246,0.846600171,0.608694004,0.363030267,0.218630351,0.985692003,0.986951557,0.97016682,0.835086587,0.640054527,0.354321157,0.224898639
Tb927.11.6520,,,,,,,,none,,Tb927.11.6520,"hypothetical protein, conserved",0,none,,,,,,,,,,,,,,,,,,,,,
Tb927.11.6530,1.090239535,,9.449406714,,4.40E-10,,6.509294214,8,0.061761014,Tb927.11.6530,"hypothetical protein, conserved",1,GO:0005930|axoneme; GO:0005737|cytoplasm,0.931630846,0.96192264,0.94611777,0.907433089,0.738298755,0.478531715,0.311509904,0.957942707,0.942673129,0.897776834,0.922260556,0.733895109,0.468922868,0.293492614,0.97162054,0.995668542,0.948630621,0.882319484,0.729046638,0.482561462,0.298924955
Tb927.11.6540,1.036491251,,7.52296382,,3.97E-10,,5.173985752,4,0.003480677,Tb927.11.6540,"hypothetical protein, conserved",1,GO:0005794|Golgi apparatus,,,,0.79575171,0.622797456,0.376893196,0.173613174,,,0.890768266,,0.607515664,0.348299684,0.211859849,,,,0.792852708,0.616877693,0.354051551,0.20781357
Tb927.11.6560,1.016884433,0.076023321,7.519050514,2.154177633,0.034700277,0.115230136,5.430303743,5,0.016152987,Tb927.11.6560,"Centriole protein POC11, putative",1,GO:0036064|ciliary basal body,,,,0.82984228,0.620630045,0.376164427,0.297714565,,,,0.849119773,0.55057085,0.384347793,0.222699394,,,,0.785039371,0.63374634,0.41980075,0.254419312
Tb927.11.6570,0.644677668,0.26363039,3.074231534,2.10508079,0.403112665,0.284785928,5.050656725,4,0.055841685,Tb927.11.6570,"Nodulin-like, putative",1,GO:0005635|nuclear envelope; GO:0016021|integral component of membrane; GO:0005783|endoplasmic reticulum; GO:0005509|calcium ion binding,,,,0.741232642,0.568717448,0.276771061,,,0.954699211,0.834461159,0.746572852,0.613407906,0.370574468,0.173407901,,0.951379923,0.823415275,0.741511288,0.59512922,0.352940278,
Tb927.11.6590,0.967613059,,8.915925425,,9.89E-11,,6.139513159,7,0.011804667,Tb927.11.6590;Tb11.v5.0360,"metallo-peptidase, Clan MF, Family M17;aminopeptidase, putative",1,GO:0004177|aminopeptidase activity; GO:0006508|proteolysis; GO:0005515|protein binding; GO:0005622|intracellular; GO:0005737|cytoplasm,0.976990866,0.918089159,0.842307411,0.779146336,0.623646905,0.3916237,0.236908853,0.94407608,0.906763885,0.872573599,0.803401934,0.624302087,0.395861438,0.242740255,0.939772389,0.914306049,0.859617118,0.78376043,0.646833333,0.400283817,0.226631037
Tb927.11.660,,,,,,,,none,,Tb927.11.660,predicted zinc finger protein,0,GO:0097014|ciliary plasm; GO:0005737|cytoplasm; GO:0008270|zinc ion binding,,0.811294739,,0.622978536,0.4308422,,,,0.819014863,0.77205745,0.675543358,0.463059254,,,,,,0.599670703,0.414426779,,
Tb927.11.6600,1.036022151,,4.574246714,,6.15E-10,,3.130090804,1,0.047177331,Tb927.11.6600,"conserved protein, unknown function",1,GO:0010494|cytoplasmic stress granule; GO:0031981|nuclear lumen; GO:0044145|modulation of development of symbiont involved in interaction with host; GO:0097014|ciliary plasm; GO:0052106|quorum sensing involved in interaction with host; GO:0010608|posttranscriptional regulation of gene expression; GO:0005737|cytoplasm,0.994929195,0.926444376,0.841229308,0.702302787,0.482889626,0.170921414,,0.993078204,0.909922768,0.84211387,0.740098663,0.4398651,0.155942263,,0.839044814,0.926135147,0.817797939,0.730614842,0.480255956,0.171530373,
Tb927.11.6610,1.040597631,,9.1559489,,2.64E-10,,6.305884756,8,0.031517519,Tb927.11.6610,"hypothetical protein, conserved",1,GO:0003676|nucleic acid binding,0.967680642,0.965568737,0.928373181,0.854015339,0.676376744,0.414527131,0.27386349,0.989565345,0.956632369,0.931036976,0.866490354,0.675682756,0.431419176,0.271143372,0.948732184,0.943941227,0.953051871,0.858640295,0.66258373,0.438546738,0.256537714
Tb927.11.6620,1.012527699,0.050846076,7.318452607,1.881311624,0.004610547,0.092653179,5.065363174,4,0.01370901,Tb927.11.6620,Nucleolar protein 47,1,GO:0005634|nucleus; GO:0003676|nucleic acid binding; GO:0008270|zinc ion binding,,,,0.786033013,0.519193508,0.329692549,0.210482235,,,,0.762908257,0.607945038,0.346148967,0.204728438,,,,0.77807933,0.578989109,0.40477102,0.19725143
Tb927.11.6630,0.923524825,0.019725649,7.882718606,0.513641591,0.033870487,0.02476293,5.715698913,6,0.009545172,Tb927.11.6630,"3-methylcrotonoyl-CoA carboxylase beta subunit, putative",1,GO:0004485|methylcrotonoyl-CoA carboxylase activity; GO:0016874|ligase activity; GO:0005739|mitochondrion,0.932392722,0.823967251,0.852813347,0.752483272,0.576112755,0.353363286,0.227781958,0.936466379,0.912893363,0.844105074,0.752588398,0.573183663,0.321457751,0.232423721,0.961827986,0.942970408,0.852323375,0.743644788,0.624321862,0.372190857,0.238920759
Tb927.11.6640,0.892385213,0.068400319,6.642352543,1.584275992,0.090213283,0.091275647,5.265268265,4,0.01751028,Tb927.11.6640,"cytochrome b5, putative",1,GO:0004362|glutathione-disulfide reductase activity; GO:0005634|nucleus; GO:0005743|mitochondrial inner membrane; GO:0016021|integral component of membrane; GO:0055114|oxidation-reduction process,,,0.904920878,0.750929094,0.585996221,0.378925273,0.230174188,,0.89099836,,0.745593198,0.613945102,0.33355821,0.219027106,,0.946959387,0.873041343,0.739395214,0.61649507,0.326145275,0.252160419
Tb927.11.6660,0.773915202,0.009313701,4.554585723,0.392719767,0.125598736,0.01275304,3.912648303,2,0.019736767,Tb927.11.6660,"Tex-like protein N-terminal domain/Helix-hairpin-helix motif containing protein, putative",1,GO:0006139|nucleobase-containing compound metabolic process; GO:0005739|mitochondrion; GO:0020023|kinetoplast,,0.903780519,0.735587409,0.627907523,0.497537294,0.249287729,0.162788425,0.898876035,0.844157674,0.724181526,0.617575219,0.389837051,0.30380938,0.18210171,0.934079032,0.806982702,0.7464857,0.640219088,0.531065584,0.296156382,0.180070781
Tb927.11.6670,,,,,,,,none,,Tb927.11.6670,"hypothetical protein, conserved",0,GO:0009451|RNA modification; GO:0003723|RNA binding; GO:0001522|pseudouridine synthesis; GO:0009982|pseudouridine synthase activity,,,,0.763917601,0.583612756,,,,,0.925766303,0.794626965,0.678526402,,,,,,0.809987399,0.657067558,,0.243621305
Tb927.11.6690,,,,,,,,none,,Tb927.11.6690,"NEK family Serine/threonine-protein kinase, putative",0,GO:0006468|protein phosphorylation; GO:0004672|protein kinase activity; GO:0005524|ATP binding,0.359587843,0.682509184,,,0.479580918,,,0.378410232,,,0.670654951,,0.485595258,,,,,0.79482213,,,
Tb927.11.670,0.999630519,,7.741466763,,5.95E-10,,5.325440453,4,0.027614837,Tb927.11.670;Tb11.0890,"epsinR;epsin, putative",1,GO:0005829|cytosol; GO:0020016|ciliary pocket; GO:0030132|clathrin coat of coated pit; GO:0006898|receptor-mediated endocytosis; GO:0030276|clathrin binding; GO:0010008|endosome membrane,0.976366214,0.939577964,0.823378559,0.8250715,0.65687063,0.337750127,0.192661441,1.016334518,0.934978851,0.854443131,0.810359676,0.602742313,0.362710654,0.202884765,0.965426549,0.935246379,0.930970422,0.853709299,0.625145629,0.350815353,0.168605401
Tb927.11.6710,0.969701928,0.263579693,10.10186546,5.00918785,2.04E-11,0.014735773,6.961544147,none,0.162963268,Tb927.11.6710,predicted tetratricopeptide repeat (TPR) protein,0,GO:0005515|protein binding,0.457353408,0.874627231,0.88570345,0.828135573,0.673898358,0.431858579,0.283881661,0.659278414,0.870187275,0.869986555,0.844925494,0.69747714,0.422911781,0.283460553,0.601510805,0.535129068,0.87365395,0.75752972,0.671343683,0.452453267,0.253537759
Tb927.11.6720,0.728007524,0.036963855,7.127617792,1.592046394,0.058450052,0.057742665,5.49159984,5,0.052937055,Tb927.11.6720,"mRNA cap guanine-N7 methyltransferase, putative",1,GO:0005515|protein binding; GO:0010494|cytoplasmic stress granule; GO:0004482|mRNA (guanine-N7-)-methyltransferase activity; GO:0016281|eukaryotic translation initiation factor 4F complex,,0.745114853,0.797703493,0.591924519,0.480313537,0.332421349,0.170355747,,0.699011144,0.769471659,0.618024488,0.458832098,0.306527168,0.189128542,,,0.888914488,0.6200967,0.462820833,0.297153803,0.197155452
Tb927.11.6740,0.869451879,0.009204499,4.921307042,0.247489436,0.147548451,0.00941166,4.275002447,2,0.032532207,Tb927.11.6740,"pumilio/PUF RNA binding protein 10, putative",1,GO:0003729|mRNA binding; GO:0005634|nucleus; GO:0003723|RNA binding; GO:0016071|mRNA metabolic process; GO:0005515|protein binding; GO:0005730|nucleolus; GO:0006364|rRNA processing; GO:0005488|binding,0.988531366,0.940218598,0.83109011,0.703464914,0.542063464,0.321231005,0.246527164,0.893776527,0.945745346,0.824576815,0.721917838,0.53221912,0.345699428,0.223369048,0.92802965,0.932283889,0.864608064,0.716053295,0.53137933,0.354296309,0.223537289
Tb927.11.6760,,,,,,,,none,,Tb927.11.6760,"leucine-rich repeat protein (LRRP), putative",0,GO:0005515|protein binding; GO:0005737|cytoplasm,,,,,,0.649099274,,,,,,0.740655516,,,,,,,0.770038745,,
Tb927.11.6770,,,,,,,,none,,Tb927.11.6770,"hypothetical protein, conserved",0,GO:0005739|mitochondrion; GO:0020023|kinetoplast,,,,0.705061294,0.702543802,,,,,0.71367873,0.722170341,,,,0.938920568,,,,0.668236998,,0.230846545
Tb927.11.6780,1.020885242,,9.213049218,,1.95E-09,,6.345463695,8,0.073578783,Tb927.11.6780,"regulator of chromatin condensation, putative",1,GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0051276|chromosome organization; GO:0008536|Ran GTPase binding; GO:0005737|cytoplasm; GO:0003682|chromatin binding,,0.893557734,0.799941718,0.823803697,0.634675686,0.384792871,0.228144127,0.823510222,0.895880087,0.895841234,0.820603556,0.649253965,0.402416856,0.251235702,0.899474931,0.833176122,0.8845488,0.823330272,0.659206009,0.425336655,0.299780334
Tb927.11.6790,0.894824639,0.072382577,6.948115817,1.240436415,0.093785271,0.081622575,5.53833588,5,0.04014817,Tb927.11.6790,Nucleolar protein 89,1,GO:0005515|protein binding; GO:0005634|nucleus; GO:0006364|rRNA processing,,0.935864226,0.867204412,0.777009074,0.601213901,0.371838414,0.279427783,0.906677627,0.959097882,0.881863761,0.741706738,0.59094068,0.375785608,0.263881031,0.864555353,0.949217361,0.897394551,0.762431907,0.591136874,0.38663238,0.24220956
Tb927.11.6810,1.073932415,0.062534698,7.695987473,1.561021366,7.34E-10,0.017919493,5.293916612,4,0.079746076,Tb927.11.6810;Tb11.v5.0901,"tubulin-tyrsoine ligase-like protein, putative;tubulin-tyrsoine ligase-like protein, putative",1,GO:0005634|nucleus; GO:0004835|tubulin-tyrosine ligase activity; GO:0006464|cellular protein modification process,0.948882923,0.874603032,0.899853534,0.821925078,0.618305085,0.344845049,0.2266138,,0.652216659,0.922700596,0.844203936,0.640569873,0.361582878,0.237222643,,0.909879828,0.958058412,0.832749278,0.664123319,0.393498484,0.216016676
Tb927.11.6820,1.013817749,0.09881234,9.600879101,1.574494684,3.38E-05,0.091293571,6.614605184,9,0.012613419,Tb927.11.6820;Tb11.v5.0900,"hypothetical protein, conserved;hypothetical protein, conserved",1,GO:0005930|axoneme,1.038713039,0.95918706,0.893947928,0.807813793,0.648069336,0.449911051,0.243004008,1.017440018,0.96289719,0.971247306,0.838491273,0.633458082,0.439634469,0.257734196,1.003645516,0.965619903,0.906206614,0.789232442,0.66085413,0.451020522,0.285072426
Tb927.11.6830,0.977745035,,9.597858099,,1.40E-10,,6.61219287,9,0.008875684,Tb927.11.6830,"Domain of unknown function(DUF2779), putative",1,GO:0005739|mitochondrion; GO:0005737|cytoplasm,0.869051178,0.94151796,0.892722847,0.787902905,0.668452541,0.392264448,0.329332819,,0.888740537,0.850992862,0.785609237,0.600382788,0.440169856,0.269784798,,1.015057974,0.880921861,0.813651299,0.670413743,0.453447762,0.288815357
Tb927.11.6840,1.057889886,,9.502681604,,1.56E-10,,6.546221551,8,0.045103693,Tb927.11.6840,"hypothetical protein, conserved",1,GO:0005737|cytoplasm,,,0.919084987,0.711329527,0.753012824,0.458218825,0.252878162,,,,0.854065949,0.695769325,0.473341054,0.288386626,0.90946101,,,0.74346212,0.699889794,0.442035778,0.306018349
Tb927.11.6850,,,,,,,,none,,Tb927.11.6850,"Optic atrophy 3 protein (OPA3), putative",0,GO:0005739|mitochondrion,,,,,,0.48048656,,,,,0.820552658,,,,,,,,,,
Tb927.11.6870,0.986650218,,8.858490441,,1.03E-10,,6.099702263,7,0.045199594,Tb927.11.6870,14-3-3 protein 2,1,GO:0045309|protein phosphorylated amino acid binding; GO:0020016|ciliary pocket; GO:0010608|posttranscriptional regulation of gene expression; GO:1902412|regulation of mitotic cytokinesis; GO:0006897|endocytosis; GO:0005634|nucleus; GO:0019904|protein domain specific binding; GO:0005929|cilium; GO:0016281|eukaryotic translation initiation factor 4F complex; GO:0007088|regulation of mitotic nuclear division; GO:0000077|DNA damage checkpoint; GO:0005737|cytoplasm,0.961592303,0.948492151,0.926365159,0.862128287,0.677010016,0.3917405,0.211194449,0.94954623,0.957143768,0.953918061,0.857688805,0.669990502,0.402697079,0.231777902,0.9588047,0.996443247,0.936214135,0.88242909,0.657398634,0.388547922,0.220069046
Tb927.11.6890,1.096669073,,10.7595543,,3.38E-12,,7.417419314,10,0.044327107,Tb927.11.6890,DNA repair and recombination helicase protein PIF1,1,GO:0006281|DNA repair; GO:0005634|nucleus; GO:0006310|DNA recombination; GO:0000287|magnesium ion binding; GO:0051276|chromosome organization; GO:0000723|telomere maintenance; GO:0005739|mitochondrion; GO:0003678|DNA helicase activity; GO:0004003|ATP-dependent DNA helicase activity,1.034070523,1.017827133,0.997943421,0.955652634,0.789116542,0.50636595,0.291675388,1.02815284,1.017512488,1.005946578,0.957225372,0.788609036,0.485032971,0.292002121,1.028141159,1.027805575,1.007081149,0.960208094,0.774446144,0.49941619,0.284884974
Tb927.11.6910,,,,,,,,none,,Tb927.11.6910,"hypothetical protein, conserved",0,none,,,,0.61715611,0.410354885,0.367722865,,,,,0.611673323,,,0.735115815,,,,,0.379969596,,0.692730074
Tb927.11.6920,0.980011171,0.163553099,9.913240527,3.035286054,5.18E-10,0.038881093,6.830799315,9,0.030667693,Tb927.11.6920,"hypothetical protein, conserved",1,GO:0005930|axoneme,0.92544224,0.863558183,0.838939595,0.80105186,0.653208551,0.410990282,0.287261032,0.92495762,0.872619157,0.869711803,0.801289455,0.636471422,0.388227829,0.285713856,0.954204509,0.926490887,0.837490192,0.800686864,0.652460152,0.413859082,0.314353123
Tb927.11.6930,,,,,,,,none,,Tb927.11.6930,"Sec20, putative",0,none,,,,,,,0.882020081,,,,0.75461072,,,,,,0.969125506,,,0.816336741,
Tb927.11.6940,,,,,,,,none,,Tb927.11.6940,"hypothetical protein, conserved",0,none,,,,,,,,,,,,,,,,,,,,,
Tb927.11.6960,,,,,,,,none,,Tb927.11.6960,"ATG16/SAP18/CVT11/APG16, putative",0,GO:0005515|protein binding,,,0.767554797,,0.377904199,0.319838672,0.227179545,,,,0.596828504,,,,,,,0.566830198,,0.307718612,0.207020825
Tb927.11.6970,1.005675102,0.271586934,10.18363338,9.628132983,4.92E-12,0.011507138,7.018221356,9,0.037350281,Tb927.11.6970;Tb927.11.6970,NADH-cytochrome b5 reductase-like protein;NADH-cytochrome b5 reductase-like protein,1,"GO:0004128|cytochrome-b5 reductase activity, acting on NAD(P)H; GO:0055114|oxidation-reduction process; GO:0005739|mitochondrion; GO:0016491|oxidoreductase activity",,,,0.836403785,0.654829544,0.500480904,0.311461228,0.964237996,,,0.829177505,0.517928861,0.455468962,0.313265068,,,,0.674500394,0.704285437,0.485323792,0.285032056
Tb927.11.6980,0.813239963,0.031787394,5.908333173,0.840566628,0.080243019,0.040045629,4.662519231,3,0.015427915,Tb927.11.6980,"Phosphoenolpyruvate carboxykinase, related",1,GO:0004611|phosphoenolpyruvate carboxykinase activity; GO:0006094|gluconeogenesis; GO:0030964|NADH dehydrogenase complex; GO:0005739|mitochondrion; GO:0020023|kinetoplast; GO:0017076|purine nucleotide binding,0.898152999,0.825145141,0.716401318,0.68515568,0.47010795,0.268429064,0.119319096,0.888412527,0.884645549,0.738766316,0.657670981,0.513488599,0.323680909,0.177197506,0.946221989,0.808519154,0.756309363,0.685980901,0.475394375,0.265304998,0.197468494
